PoTAMOGETON PECTINATUS
ANGELICA Archangelica
Engelmannia migrans
Peperomia cuneata
Tillandsia recurvifolia
Oxalis zonata
ARMERIA ALPINA
Erica Glauca
Teucrium scordioides
Statice anfracta
Aconitum pyrenaicum
Poterium caudatum
HoRDEUM sYLVATicuM
Achimenes grandiflora
Salix commutata
Darlingtonia californica
Eriosema polystachyum
Meliosma Fordii
Monstera decursiva
EPILOBIUM VIRGATUM
Sedum purpureum
Lycopodium radiatum
Inulaster Kotschyi
Senecio Behmianus
Rosa sinica
Narcissus poeticus
Silene sedoides
Salicaria vulgaris
Anchusa arvensis
Hippophae Rhamnoides
Sonchus tenerrimus
Convallaria polygonatum
Salix angustifolia
Helianthemum vulgare
Trifolium filiforme
Everardia montana
Iris tripetala
Loasa urens
Monothecium abbreviatum
Tephrosia Tutcheri
Sedum acre
Ficus macrophylla
Rubus Chamaemorus
Rubus radula
Harpalyce rupicola
Lepturus repens
Coelogyne pustulosa
babiana socotrana
Nepeta Sabinei
Chaptalia runcinata
CHENOPODIUM maritimum
BuDA MEDIA
Torilis nodosa
FERRARIA pavonia
Asplenium pekinense
Tordylium officinale
Rhytidosporum procumbens
Scorzonera octangularis
Urtica racemosa
BoNATEA SPECIOSA
Nephrodium firmum
LEMNA trisulca
RuMEx FRUTEscENs
Myosotis pyrenaica
Anthemis cotula
Senecio erucifolius
Achras Sapota
Cynanchum Vincetoxicum
Ophiomeris Iguassuensis
SALVIA hispanica
Urtica dioica
Aster Tripolium
Phleum paniculatum
Peplonia amazonica
Adiantum Trapeziforme
Cupressus columnaris
Geranium moschatum
Geranium robertianum
Allium inodorum
Nephrodium melanocaulon
Paronychia imbricata
Primula oreocharis
Primula barbicalyx
Taraxacum erythrospermum
Rudbeckia fulgida
Pinus Canadensis
Areca appendiculata
Cymbidium Sparkesii
Statice Bahusiensis
Adenostemum nitidum
Anthriscus dissectus
Apocynum syriacum
GENISTA ANGLICA
SCROPHULARIA AQUATICA
Sesuvium portulacastrum
Plagianthus pulchellus
Acrostichum velleum
Cystopteris fragilis
LATHYRUS rotundifolius
Senecio flosculosus
CoRYDALis LUTEA
Triumfetta Vahlii
Tropaeolum peregrinum
Icomum lineare
Sium inundatum
Bletia patula
Coburgia trichroma
PiLULARIA GLOBULIFERA
Galatella intermedia
Dryas OCtopetala
Goldfussia Cusia
Senecio Canadensis
CYRTOCHILUM citrinum
Coreopsis leucantha
Raphanus maritimus
Anthurium flavidum
Cymbidium ochroleucum
Watsonia Rosea
Melloca tuberosa
Polygonum hydropiper
Galega littoralis
Impatiens coccinea
FuMARiA PARVIFLORA
Bupleurum oblongifolium
Leptospermum squarrosum
OsMUNDA spicATA
Potamogeton densus
Besleria inodora
Atriplex hortensis
Tradescantia erecta
Acrotriche fasciculiflora
Trifolium Cherleri
MusA PROBOsciDEA
Cochlearia anglica
Juncus monanthos
Bursaria spinosa
Pterocephalus frutescens
Salvia lavandulifolia
ASPIDIUM dilatatum
Najas major
LIGUSTRUM vulgare
Alsophila lunulata
Veronica anagalloides
Sium angustifolium
Borreria tenella
PAPAYA VULGARIS
Allamanda Aubletii
Hydrocotyle vulgaris
POLYPODIUM ANGUSTUM
Richardsonia scabra
Reseda odorata
Veronica macrostemon
Sabal Uresana
Gladiolus Saundersii
Phyllitis Hemionitis
CuscuTA SUAVEOLENS
Psamma ARENARIA
Lycaste Skinneri
Spartina juncea
VIOLA tricolor
Melica nutans
DipLotaxis muralis
Yucca angustifolia
Sedum Dugueyi
Cnicus rivularis
Pteris acuminata
Othonna palustris
Tussilago fragrans
Carduus sinensis
Lophospermum Rhodochiton
Peristeria Barkeri
Urera Gaudichaudiana
SENECIO SUBSCANDENS
Ranunculus confusus
Potamogeton Praelongus
Barleria elata
ANACHARIS ALSINASTRUM
Trachymene lanceolata
Arctostaphylos discolor
Laurus Indica
Helianthemum glaucum
Aristolochia pithecurus
Trifolium elegans
TRiFOLiuM HYBRiDUM
Alyxia bracteolosa
Fumaria solida
Cistus vaginatus
Gymnosporia brachystachya
Festuca divaricata
NuxiA CAPiTATA
Alstroemeria pulchella
Zephyranthes grandiflora
Hyperaspis Kelleri
Lindenbergia polyantha
Olea Sandwicensis
Veronica linifolia
erica lusitanica
Viola speciosa
Chaerophyllum aromaticum
CALLITRICHE TRUNCATA
Corydalis solida
ROSA SPINOSISSIMA
Myripnois dioica
Nothofagus Cunninghamii
Avena caryophyllea
Trifolium maritimum
Schmidtia utriculosa
Eclipta erecta
Ruta sylvestris
Lysimachia Otani
Zygopetalum forcipatum
Thalictrum riparium
Ophrys Nidus-Avis
TAMUS elephantipes
Conyza podocephala
Ardisia tetrandra
SciRpus MARiTiMus
Bauera rubioides
MORICANDIA Ramburii
BoRRERiA DisPERSA
Glycyrrhiza asperrima
Silene puberula
Loranthus bicolor
Quercus Suber
Dillenia philippinensis
Ampherephis intermedia
Glyceria plicata
Clematis australis
Colutea armata
Lathyrus sylvestris
Calceolaria scabiosifolia
POA nemoralis
Imperialis leucantha
Brassica sinapioides
Peucedanum sativum
Pteris cretica
Glyceria festuciformis
LYCOPUS europaeus
Ruellia difFormis
Poa minor
Anagallis ARVENSis
Thalictrum calcareum
Conchium drupaceum
Justicia longiracemosa
Lycopodium annotinum
Peucedanum cordatum
Capsella Bursa
Philadelphus coronarius
Carex remota
Sabicea discolor
ORNITHOGALUM giganteum
Ilex conocarpa
Bumelia monticola
Morinda leptocalama
Lilium Philadelphicum
Trigonia rugosa
OXALIS chrysantha
Phlogacanthus curviflorus
Astragalus Missouriensis
Cymbidium suave
Juncus squarrosus
CLeome viscosa
Juncus pilosus
Asplenium Ceterach
Aster echinatus
Polygonum punctatum
POLYGALA AMARA
Bombax malabaricum
Antirrhinum latifolium
Erigeron alpinus
Cerastium alpinum
Thea Bohea
VINCA minor
Leptomeria acerba
Nemesia floribunda
ASPIDIUM lobatum
Polygala grandiflora
RANUNCULUS auricomus
Vernonia campicola
Oncoba aristata
Epidendrum caudatum
SAXIFRAGA aizoides
Castela Galapageia
Nepenthes Wardii
Heuchera sanguinea
Disemma coccinea
Centaurea Americana
PiNUS PINEA
Crucianella angustifolia
Dicliptera micranthes
Linaria graeca
Malva arborea
ALLOPLECTUS concolor
Sempervivum calcareum
Arabis caucasica
Aspasia epidendroides
Fieldia australis
CARDAMINE PRAtENSIS
Equisetum eburneum
Epilobium latifolium
LiMNANTHEMUM PELTATUM
Rondeletia Backhousii
Rhamnus frangula
vanda tricolor
ASPLENIUM HeMIONITIS
Cerbera lactaria
Hibiscus Malvaviscus
Cleyera japonica
Draba verna
Evax Cavanillesii
Asplenium Serpentini
Onoclea Spicant
Pleea tenuifolia
Dendrobium virgineum
Equisetum ramosissimum
Alopecurus fulvus
SEMEIANDRA grandiflora
Marsilea quadrifolia
Armeria plantaginea
Erythrina americana
Origanum heracleoticum
Cynanchum altiscandens
Myrtus Zeyheri
Pedrosia tenella
EQUISETUM palustre
Rapuntium splendens
Calotis hispidula
FENDLERA rupicola
Rhodoleia formosa
BETONICA officinalis
Lycopodium insulare
Craterostigma hirsutum
Stachys lusitanica
Iris versicolor
Vicia striata
Abies Canadensis
Mammillaria atrata
Gnaphalium apiculatum
Coburgia fulva
Cheilanthes vestita
Gladiolus striatus
ANTHOXANTHUM odoratum
Trifolium luteum
Bromus demissus
Hemiphragma heterophyllum
Saxifraga cinerascens
Brackenridgea australiana
Pogogyne Douglasii
MARICA Cipura
Primula Auricula
Juncus bulbosus
Rhododendron atrovirens
Androsace maxima
SuBULARiA AQUATICA
HABENARIA BIFOLIA
Ottelia ovalifolia
Lepismium commune
Kniphofia andongensis
Atropis pauciflora
Carex Personii
Acrostichum sinuatum
Torenia Asiatica
Aster uliginosus
Zea Mays
Buchnera convallicola
Torilis infesta
Hemicarex curvirostris
Dianthus Armeria
Polyschemone nivalis
Osyris Nepalensis
Cypripedium japonicum
Mentha rotundifolia
Crepis tingitana
Symphoria conglomerata
Oplismenus Burmanni
Allium paniculatum
Sambucus nigra
Gmelina arborea
Helipterum roseum
Ancistrocladus Vahlii
Ornithopus perpusillus
Dicliptera Burmanni
Alsine peploides
Leontopodium alpinum
Adiantum Capillus-veneris
GLADIOLUS Saundersii
Cleyera theoides
Geranium rutilans
Phlox Carolina
Clutia retusa
Arctotis Calendula
Cuscuta epithymum
Ipomoea lacunosa
Androsace carnea
SPATHOGLOTTIS Petri
Argemone alba
Listera COrdata
Plantago psyllium
SCABIOSA HOOKERI
Wahlenbergia gracillima
Pancratium mexicanum
Rosa carelica
Ipomoea umbellata
Anguloa dubia
Gordonia Lasianthus
Strobilanthes hispidula
Phalaris canariensis
JUNCUS TENUIS
Biscutella eriocarpa
Orchis saccata
Pitcairnia viridiflora
Erigeron uNiFLORus
PYROLA maculata
XANTHIUM strumarium
Senecio Doronicum
Amphiestes glandulosa
Glycine capitata
Nephelium Litchi
Apocynum cordatum
Orobanche elatior
Cactus niger
Potentilla fragiformis
Caladenia dimorpha
Senecio laciniatus
Chusquea Spencei
Urtica cannabina
Burchellia capensis
Berberis Aquifolium
Choripetalum obovatum
TrIGONELLA ORNITHOPODIOIDES
OENOTHERA biennis
Cyathea fragilis
Carex MONTANA
Atriplex glabriuscula
Artemisia herba-alba
Astragalus monspessulanus
Galega incana
Thesium transvaalense
Dicksonia pubescens
Lonchocarpus macrostachyus
Rumex dentatus
Althaea officinalis
eria nana
MoDECCA NicoBARiCA
Cineraria populifolia
Anthurium spathiphyllum
Vanilla Pfaviana
Dammara loranthifolia
Onoseris heterophylla
Chrysochlamys Guatemaltecana
Hordeum jubatum
EcHiUM VULGARE
Pterostylis baptistii
Physosiphon minor
Vateria indica
Tephrosia subamoena
Fedia dentata
Catananche caerulea
Orthosiphon Welwitschii
Agave americana
Sisymbrium polyceratium
JuNCUS compressus
Coronilla emeroides
URTICA pilulifera
Juncus Tenageia
Cyperus atrobrunneus
Lachnostachys cordifolia
Zieria Smithii
Lycopodium pallidum
Sonchus asper
PoLYGALA ciLiATA
Philodendron serpens
Abutilon leucanthemum
Bulbophyllum Beccarii
Salix viMiNALis
Kitchingia miniata
Rhododendron caucasicum
Phoenix farinifera
Bletia acutipetala
Ophiopogon spicatus
Arundo intermedia
ASPLENIUM TRICHOMANES
Claytonia virginica
Leucopogon lanceolatus
Erica monadelphia
Nicolasia heterophylla
PLANTAGO major
THAPSIA GARGANICA
UTRICULARIA VULGARIS
Helicteres angustifolia
pteris aquilina
Cardamine pratensis
Senecio perdicioides
Plantago Coronopus
Lotononis foliosa
Verbena incisa
Trigonella mniocarpa
HYDNORA AMERICANA
Justicia Baumii
Sedum fastigiatum
Aglaia Samoensis
Eulophia macra
Gymnocladus canadensis
Cuttsia viburnea
Lupinus hirsutus
Asplenium adiantum
Lactuca sylvestris
Veronica Cymbalaria
Pulsatilla vulgaris
Juniperus Bermudiana
BRUNFELSIA undulata
POTENTILLA OPACA
Alsine rotundifolia
HoYA NICOBARICA
Ipomoea Simonsiana
Laurus Borbonia
PoA PALUSTRis
Acrostichum Spicant
Platystachys latifolia
Manettia cordifolia
Moenchia octandra
Cracca minor
Nephrolepis volubilis
Baccharis arborea
Cynara alba
Carex fulva
Euonymus gibber
Heliotropium gymnostomum
Salvia lanigera
Cyrtopera papuana
Mulgedium sagittatum
Stellaria nemorum
Statice Drepanensis
Melaleuca coronata
Malus sylvestris
Lonicera caprifolium
Trichomanes speciosum
Lobelia decumbens
Couratari legalis
Bowlesia tenera
Centaurea Jacea
Convolvulus involucratus
Lindsaea orbiculata
Coreopsis verticillata
PHILLYREA conferta
Lomaria Spicant
Hiernia angolensis
Triticum triunciale
Pimelea prostrata
Sopubia leprosa
Arnoseris pusilla
Aspilia Ramagii
Prunus nigra
GLADIOLUS ringens
Cymbopogon citratus
Ixora alternifolia
Anthericum ramosum
Leucopogon cordifolius
Ixia rosea
Davallia Sloanei
Pinus Banksiana
Hibiscus Manihot
Betula lenta
Polygonum bistorta
Rumex crispus
GALIUM verrucosum
Gaya simplex
Campanula patula
LOASA picta
Helichrysum niveum
Eriosema lanceolatum
Anthericum Liliago
HELIPTERUM SPLENDIDUM
Carex festiva
Moricandia sonchifolia
Diospyros Montana
Lolium perenne
Cereus variabilis
Adiantum lunulatum
Nephrodium splendens
Amomum Melegueta
Crepis nicaeensis
Hypericum perforatum
Polygonatum officinale
Poa divaricata
Conyza ambigua
Heliophila scabrida
Blepharis edulis
FuMARiA PURPUREA
Potentilla frigida
Gentiana purpurea
Melampyrum arvense
Cochlearia alpina
Cheilanthes microphylla
PSORALEA CORYLIFOLIA
Carex aquatilis
CAREX AQUATILIS
Piscidia Piscipula
Amasonia punicea
Anthistiria PseudoCymbaria
JuNcus ACUTUS
CROCUS pendulus
Bumelia salicifolia
Cyperus Jeminicus
CoTULA CORONOPIFOLIA
WEIGELA rosea
MIMOSA myrtifolia
Alhagi Maurorum
ZANTHOXYLUM planispinum
Rhododendron lacteum
Potentilla opaca
Alsine procumbens
Canna Indica
Gaya Gaudichaudiana
Salvia hypoleuca
Erica herbacea
Nuttallia Papaver
Festuca alopecurus
Micropera pallida
Carex contigua
Juncus bufonius
Salix lapponum
Pyrethrum indicum
Solidago cambrica
Stachytarpheta mutabilis
Leptochloa bipinnata
ASPERULA odorata
RuMEX CRISPUS
Helianthemum Barrelieri
Calliprora lutea
Eriosema cordifolium
SCLERANTHUS perennis
Andromeda tetragona
Campanula Gracilis
Calytrix tetragona
Marsdenia suaveolens
Sapranthus Nicaraguensis
Muraltia filiformis
Rumex alpinus
Stachytarpheta elatior
Rhododendron orbiculare
Schizoglossum propinquum
Elephantopus cuneifolius
Sedum Forsterianum
Pluchea Kotschyi
Gomphia microdonta
Molineria recurvata
Helianthemum umbellatum
Scutellaria luzonica
Casearia ovata
Epilobium obcordatum
Datura arborea
Heliotropium asperrimum
Lavallea philippinensis
Verbesina alternifolia
Commersonia platyphylla
Houstonia coccinea
Escallonia coquimbensis
Cardamine chelidonioides
Bellis stipitata
Festuca ambigua
Ceropegia parviflora
Salix rupestris
ZAMIA Skinneri
Streptocarpus Holstii
VACCINIUM brachycerum
Aristotelia racemosa
Calandrinia speciosa
Rosa Alpina
Epidendrum umbellatum
Heynea trijuga
Celtis orientalis
Cochlearia officinalis
Calanthe Sanderiana
Scorzonera austriaca
Luzula congesta
Anacharis Alsinastrum
Sesleria elongata
Primula pseudocapitata
VIOLA HIRTA
Strophanthus divergens
Vitis macropus
Isoetes adspersa
TRICYRTIS STOLONIFERA
COLUTEA galegifolia
Peliosanthes macrostegia
AcoNiTUM Napellus
Pachyacris capensis
Clematis Viticella
Hypopitys Monotropa
Ononis arvensis
Sida crispa
Daucus brachiatus
Calceolaria cana
Poa Balfourii
IRIS Pseudacorus
LEDUM PALUSTRE
Dianthus caryophyllus
Lastrea uliginosa
Besleria bicolor
Marica Cipura
Nepeta racemosa
Potentilla palustris
Physalis Peruviana
SciRPUS paraguayensis
Vesicaria gracilis
Zingiber Spurium
Tannodia tenuifolia
Erica fastigiata
POA rigida
FRANKENIA laevis
CoNiuM maculatum
Anthyllis Hermanniae
CENTAUREA Calcitrapa
Distegia Ledebourii
ATHYRiuM alpestre
Viola stricta
Artemisia franserioides
Carex disticha
Poa palustris
Jacquinia armillaris
Verbascum sinuatum
Tecoma Valdiviana
Mentha viridis
Gentiana contorta
Obetia laciniata
Argemone Mexicana
SPATHOGLOTTIS GRACILIS
Gynura miniata
trifolium pratense
Arabis Turrita
Cracca spicata
LisTERA ovata
Weinmannia Bojeriana
Dendrobium Parishii
Gagea Szepusiana
Puya Chilensis
Acacia sulcata
Myosoton aquaticum
Polystichum affine
Lemna gibba
Orchis longicruris
Hieracium fruticosum
Semecarpus philippinensis
Bidens hirsuta
Delphinium peregrinum
Microsperma bartonioides
Bumelia texana
Cirsium bulbosum
Statice pubescens
Pipturus albidus
Gladiolus blandus
Hakea microcarpa
Thysselinum palustre
Haselhoffia batangana
Crabbea velutina
Brassica Briggsii
Senecio pleistocephalus
viola nitens
Bertolonia maculata
Marrubium nigrum
Wulffia platyglossa
Senecio exul
Phyllanthus Emblica
Festuca clavata
ALLIUM vineale
Dracaena terminalis
Galega frutescens
Villebrunea frutescens
LATHYRUs TUBEROsus
Brassica arvensis
Cytisus tribracteolatus
Calendula maroccana
Marrubium incisum
Alyxia spicata
Chelidonium glaucium
Sonchus maritimus
Veronicastrum rubellum
Malva scoparia
ILEX CONOCARPA
Potentilla obscura
Papaver argemone
Erysimum Barbarea
Masdevallia Dayana
Collomia lateritia
Andropogon Gryllus
Osmanthus Delavayi
Viola Reichenbachiana
ATRAGENE alpina
Grislea tomentosa
Lapathum aquaticum
Torenia cordifolia
Adhatoda Schimperiana
Hedysarum intortum
LoLiuM PERENNE
Kosteletzkya acuminata
Xylon pentandrum
ANTHOLYZA aethiopica
Hymenophyllum elegantulum
Angelica sylvestris
Polygonum arenastrum
Ulmus campestris
Sisyrinchium Clarazii
Conyza incisa
Polypodium dimorphum
Cyathea serratifolia
Inula dysenterica
Scilla verna
Lactuca Scariola
Asplenium loxoscaphoides
Euphorbia virosa
AvICENNIA TOMENTOSA
Garcinia Morella
Tricuspis pulchella
Crataegus oxyacantha
Lactuca tenerrima
Sporobolus elongatus
Gladiolus Angustus
Zaluzianskya crocea
PERISTERIA Barkeri
Campanula rapunculoides
Hydrangea hortensis
Kalanchoe farinacea
Salsola tenuifolia
HERACLEUM Sphondylium
Cyclamen persicum
Epilobium Tournefortii
Gentiana asclepiadea
Pisum Ochrus
Urginea chlorantha
Euphorbia portlandica
Papaver Gariepinum
Xylosma Hillebrandii
Briza media
Prunus cerasus
Juncellus minutus
Anthurium pentaphyllum
Potamogeton setaceus
Saxifraga retusa
Senecio Berlandieri
Styrax officinalis
Drosera anglica
Salix Sitchensis
Correa viridiflora
CiRSiUM acaule
Lychnis alba
Allium fistulosum
Luzula glabrata
Coelogyne elata
BuPLEURUM TENUISSIMUM
Trichomanes Hosei
Clematis douglasii
Pontederia Cordata
Vitis Labrusca
Convolvulus canescens
Poterium sanguisorba
Cheiranthus fruticulosus
Ilex aquifolium
PORTULACA OLERACEA
Gentiana aurea
Senebiera didyma
MENTHA rotundifolia
RANUNCULUS HETEROPHYLLUS
Iris Tuberosa
Eugenia Ugni
Myosotis sylvatica
Potentilla aurea
Leonurus Cardiaca
Festuca Calamaria
Hypochaeris glabra
ANDROMEDA POLIFOLIA
Melianthus villosus
Phymatodes vulgaris
Cacalia suaveolens
Eurycles sylvestris
Eriophorum vaginatum
Listera ovata
Moraea bermudiana
Hieracium pallidum
SALIX HERBACEA
Lophospermum erubescens
abelia uniflora
Nephthytis constricta
Polygala calcarea
Spathoglottis gracilis
Erica maritima
Buda media
LEPTOSIPHON parviflorus
EuTRiANA piLosA
Rosa Bakeri
Viola flavicornis
Heliotropium hispidum
Veronica serpyllifolia
Galium approximatum
Campanula alpina
Scabiosa Succisa
Acacia elongata
EUPHORBIA PALUSTRIS
Exacum hyssopifolium
Globularia cordifolia
Lycium barbarum
Lychnis nigrescens
Calamintha atlantica
HoLOTHRix Vatkeana
Nigella Damascena
Audibertia Vaseyi
Cyanotis abyssinica
Bubon Galbanum
Thea Assamica
Daphne calcicola
Eutrema Edwardsii
Trillium latifolium
Rumex pulcher
Hieracium tridentatum
Cnicus spinosissimus
Deutzia scabra
Tephrosia mollissima
Sphacele Lindleyi
Gnaphalium rectum
Hieracium Orarium
Oxalis catharinensis
Lachnaea Marlothii
GNAPHALIUM minimum
Aira stricta
SoNCHus oleraceus
vicia narbonensis
Xanthium spinosum
Fedia Langei
Blyxa radicans
Saxifraga tridactylites
Calophyllum Inophyllum
Elisma natans
Caulinia oceanica
LuzuLA campestris
Equisetum scirpoides
ALCHEMILLA vulgaris
Amaranthus Blitum
Carlina lanata
COMBRETUM GRANDIFLORUM
ECHIDNOPSIS SOMALENSIS
DELPHINIUM nudicaule
ViCIA ANGUSTIFOLIA
Cryptocoryne ciliata
Siphonoglossa nummularia
Glechoma hederacea
Rubus PLicATus
SCIRPUS Holoschoenus
Ceanothus azureus
TANACETUM vulgare
Aristida hygrometrica
Spartium radiatum
Festuca membranacea
Trientalis americana
Carex depauperata
Hypericum barbatum
Apargia annua
Ruellia Beyrichiana
Lachnostylis capensis
Blitum perenne
Vitis sylvestris
Centaurea cyanus
Hieracium Peleterianum
Cirrhopetalum cornutum
Astragalus Glycyphyllos
Equisetum variegatum
Aster concolor
Boissiera bromoides
Radicula pinnata
CAREX RIGIDA
Muscari armeniacum
Castanea vulgaris
Trixis neriifolia
Geranium columbinum
Viola arvensis
Pinguicula caudata
Barleria eranthemoides
Pistia Stratiotes
Zingiber Ensal
Cryptogramma gracilis
Alyxia ruscifolia
Hieracium vulgatum
Cyminosma resinosa
Coronilla scandens
Urginea macrocentra
Tripsacum hermaphroditum
Orchis cruenta
Prunella grandiflora
Myrospermum pubescens
Cassia Tagera
Chironia pulchella
Aspidium bulbiferum
Vicia narbonensis
Stylidium tenellum
Balsamita grandiflora
Cyathea dealbata
MiMULOPsis sPEciosA
Dendrobium Hollrungii
Asperula odorata
Solanum dulcamara
Helianthus atrorubens
DoRSTENiA rotundifolia
Epilobium rosmarinifolium
Poa striata
Valeriana capitata
MATTHIOLA sinuata
LUZULA SYLVATICA
Poa maritima
Bartsia Trixago
ELLIOTTIA RACEMOSA
Swainsona procumbens
Goodyera procera
LYSIMACHIA nemorum
CoLPODiuM LATiFOLiuM
Polypodium cambricum
SCIRPUS TRIQUETER
pteris heterophylla
Festuca rottboellioides
EPILOBIUM ALPINUM
Doryanthes excelsa
Lepironia mucronata
Flemingia prostrata
Eleutherine plicata
Spiranthes gemmipara
HippuRis VULGARIS
Dianthus Carthusianorum
Alyssum montanum
HABENARIA longecalcarata
Allium Inodorum
SiLENE NUTANS
Whitfieldia lateritia
Lepanthes sanguinea
Boronia crenulata
Eucalyptus globulus
Roeperia pinifolia
Lysimachia nutans
Aloe Variegata
Campylocentrum Barrettiae
Abies rubra
Sedum Beyrichianum
Mimusops parvifolia
Polygala uliginosa
Salix Lapponum
Astragalus brachycarpus
Inula Conyza
Aloe striata
Picris Echioides
Epipactis ovalis
Bunium bulbocastanum
Gonzalea Hayesii
Juncus Radula
Impatiens flaccida
HYPERICUM humifusum
Euphorbia lanata
Euphorbia meloformis
Carex chordorrhiza
Orchis pyramidalis
ALOPECURUS alpinus
Umbilicus pendulinus
Piscidia Erythrina
Astragalus incanus
Erysimum orientale
SIBBALDIA procumbens
Andryala integrifolia
Areca catechu
Gentiana volubilis
Macrostigma tupistroides
Strychnos colubrina
Acer Negundo
Trichocladus crinitus
Brassica oleracea
Alophia Drummondiana
Neogaya simplex
